Hospital,insurance_provider,total_billing,pct_of_hospital_revenue
Foster and Sons,Cigna,5937.26,100
"Foster, Conner and Nolan",Medicare,45148.61,100
"Foster, Goodwin and Butler",Cigna,39749.41,100
"Foster, Harrington and Mccarthy",UnitedHealthcare,25856.36,100
"Foster, Oconnell and Scott",Cigna,46651.12,100
"Foster, Ortiz and Pham",Medicare,31185.68,100
"Foster, Williams and Johnson",Medicare,39942.01,100
Foster-Adams,Cigna,36267.53,100
Foster-Cuevas,Medicare,17038.07,100
Foster-Daniels,Cigna,33426.45,100
Foster-Garcia,Blue Cross,11041.18,100
Foster-Jefferson,Medicare,48134.56,100
Foster-Lee,Aetna,5949.34,100
Foster-Reeves,UnitedHealthcare,20592.2,100
Foster-Smith,Aetna,37609,100
Foster-Stevenson,Cigna,46044.1,100
Fowler Group,Aetna,47837.67,86.51
Fowler Group,UnitedHealthcare,7460.39,13.49
Fowler Ltd,Blue Cross,41619.3,100
Fowler and Sons,Aetna,13124.01,100
"Fowler, Hull and Solis",UnitedHealthcare,4717.1,100
Fowler-Berg,Medicare,6929.77,100
Fowler-Rodriguez,UnitedHealthcare,22819.97,100
Fowler-Wells,Medicare,28255.31,100
Fox Inc,Medicare,16286.16,100
Fox PLC,Cigna,12933.87,100
Fox and Sons,Medicare,9220.17,100
"Fox, George and Perez",Blue Cross,47733.26,100
"Fox, Gomez and Beard",Blue Cross,9849.16,100
"Fox, Martin and Roberts",Cigna,17346.7,100
"Fox, Ramirez and Thomas",Cigna,34022.3,100
Fox-Anderson,Blue Cross,17611.63,100
Fox-Burgess,Blue Cross,8870.42,100
Fox-Hill,UnitedHealthcare,3509.56,100
Fox-Mckee,Blue Cross,19029.32,100
Francis PLC,Aetna,44648.81,100
"Francis, Burke and Beasley",Medicare,43304.7,100
"Francis, Decker and Norris",Cigna,5637,100
"Francis, Williams and Richardson",Medicare,7425.02,100
Franco and Sons,Cigna,19755.37,100
"Franco, Hicks and Anderson",UnitedHealthcare,33151.9,100
"Franco, Myers and Little",UnitedHealthcare,10535.29,100
"Franco, Proctor and Ellison",Aetna,24875.2,100
"Franco, Rodriguez and Mccullough",Aetna,48433.89,100
Franco-Hurst,Medicare,45112.52,100
Frank LLC,Aetna,37013.35,100
Frank Ltd,Cigna,21010.37,100
Frank PLC,UnitedHealthcare,18734.7,100
"Frank, Bennett and Smith",UnitedHealthcare,16618.64,100
Frank-Webb,Cigna,28686.23,100
Franklin Group,Aetna,32654.99,100
Franklin Inc,UnitedHealthcare,44909.6,55.07
Franklin Inc,Medicare,36636.92,44.93
Franklin LLC,UnitedHealthcare,5194.2,100
Franklin Ltd,Cigna,3980.95,100
Franklin PLC,Medicare,65115.04,100
Franklin and Sons,UnitedHealthcare,34056.93,100
"Franklin, Parker and Tapia",Blue Cross,41175.75,100
"Franklin, Schultz and Bowers",Cigna,1566.89,100
Franklin-Parker,Blue Cross,2044.9,100
Franklin-Phelps,Aetna,34550.44,100
Frazier Ltd,Blue Cross,15917.58,54.66
Frazier Ltd,UnitedHealthcare,13205.21,45.34
Frazier and Sons,Medicare,26519.8,100
"Frazier, Bolton and Hensley",Cigna,33070.8,100
"Frazier, Graham and Taylor",Cigna,17282.78,100
"Frazier, Hayes and Wilson",Blue Cross,42216.52,100
Frazier-Larson,Medicare,20523.48,100
Frazier-Watkins,Cigna,26731.54,100
Frederick Group,Aetna,22670.97,100
"Frederick, Hopkins and Rodriguez",Cigna,41630.54,100
"Frederick, Le and Thomas",Cigna,21148.67,100
"Frederick, West and Martinez",Medicare,26117.36,100
Frederick-Graham,Blue Cross,43026.43,100
Frederick-Moore,Aetna,37031.67,100
Freeman Inc,Medicare,64884.63,78.1
Freeman Inc,Blue Cross,18198.87,21.9
Freeman Ltd,Aetna,37191.46,100
Freeman and Sons,Blue Cross,32639.79,100
"Freeman, Benton and Lee",Blue Cross,24602.97,100
"Freeman, Dean and Reese",Blue Cross,15909.99,100
"Freeman, English and Mcguire",Medicare,34517.94,100
"Freeman, Nguyen and Ferguson",Blue Cross,48753.13,100
"Freeman, Williams and Lopez",Aetna,1421.17,100
Freeman-Brown,Cigna,17433.15,100
Freeman-Ford,Cigna,49627.9,100
Freeman-Garcia,Aetna,28854.67,100
Freeman-Perez,Cigna,33925.02,100
French Inc,Blue Cross,40903.99,100
French-Olsen,Cigna,43000.54,100
French-Vazquez,Aetna,13016.18,100
Frey Ltd,UnitedHealthcare,19906.01,100
Frey and Sons,Aetna,17647.82,76.92
Frey and Sons,Cigna,5294.36,23.08
"Frey, Moran and Campbell",Blue Cross,29264.85,100
"Frey, Vance and Knox",Aetna,36182.91,100
"Friedman, Burch and Thomas",UnitedHealthcare,10469.87,100
"Friedman, Trujillo and Shepherd",UnitedHealthcare,11561.76,100
Friedman-Miller,Medicare,36616.33,100
"Fritz, Anderson and Robertson",Blue Cross,44594.51,100
"Fritz, Mendez and Tucker",Aetna,9187.83,100
"Fritz, Rhodes and Fowler",Aetna,2977.07,100
Fritz-Dominguez,Blue Cross,16201.08,100
Frost PLC,UnitedHealthcare,39896.16,100
Frost and Sons,UnitedHealthcare,18203.37,100
"Frost, Jordan and Davies",Cigna,33115.52,100
"Frost, Perez and Hopkins",Blue Cross,32385.33,100
"Frost, Taylor and Nielsen",Medicare,15393.63,100
Frost-Rios,Blue Cross,43980.19,100
Frost-Villegas,UnitedHealthcare,2806.84,100
Fry Group,Blue Cross,11198.22,100
"Fry, Wright and Hunter",Aetna,46112.01,100
Fry-Morrow,Medicare,49810.97,100
Frye PLC,Cigna,37843.55,100
"Frye, Lane and Turner",Cigna,27332.66,100
"Frye, Martin and White",Aetna,20601.66,100
"Frye, Patton and Carter",Cigna,42385.44,100
Frye-Sanders,Aetna,23765.68,100
Fuentes Inc,Aetna,39342.87,100
"Fuentes, Franco and Bailey",UnitedHealthcare,12071.37,100
"Fuentes, Whitney and Jefferson",Medicare,3943.21,100
Fuentes-Hernandez,Blue Cross,16606.96,100
Fuller LLC,UnitedHealthcare,42280.61,100
"Fuller, Booker and Smith",Aetna,37530.24,100
"Fuller, Coleman and Gomez",Aetna,46596.68,100
"Fuller, Gomez and Evans",UnitedHealthcare,10591.01,100
"Fuller, Potter and Lutz",UnitedHealthcare,45763.57,100
"Fuller, Ross and Walters",Medicare,6516.22,100
Fuller-Bradley,Medicare,49764.53,100
Fuller-Huff,Cigna,10170.09,100
Fuller-Jackson,Blue Cross,15243.16,100
Gaines Group,Cigna,47938.14,100
Gaines and Sons,Aetna,4592.65,100
Gaines-Jacobson,Aetna,24257.76,100
Gaines-Woodward,Blue Cross,12601.53,100
Gallagher PLC,Aetna,52305.87,100
Gallagher and Sons,Cigna,35704.01,100
"Gallagher, Harrell and Simpson",Blue Cross,23071.51,100
"Gallagher, Roberts and Horn",Cigna,45839,100
Gallagher-Horton,Medicare,16036.11,100
Gallagher-James,Blue Cross,49344.59,100
Gallagher-Moses,Medicare,24600.57,100
Gallegos Group,Medicare,38972.21,100
Gallegos and Sons,Medicare,49677.36,100
"Gallegos, Buchanan and Phillips",Aetna,46506.66,100
"Gallegos, White and May",Aetna,32514.97,100
Galloway PLC,Medicare,7793,100
Galloway-Gross,Cigna,38278.34,100
Galloway-Mueller,Cigna,3304.23,100
Galloway-Smith,Aetna,38202.83,100
"Galvan, Gould and Sloan",Blue Cross,4918.75,100
Gamble Inc,Medicare,27436.78,100
"Gamble, Williams and Garcia",Medicare,28412.45,100
Garcia Group,Blue Cross,46811.76,52.84
Garcia Group,Cigna,31776.69,35.87
Garcia Group,UnitedHealthcare,10006.79,11.29
Garcia Inc,Cigna,99794.59,40.58
Garcia Inc,UnitedHealthcare,93447,38
Garcia Inc,Aetna,52701.34,21.43
Garcia LLC,Blue Cross,80956.35,47.2
Garcia LLC,UnitedHealthcare,39561.24,23.06
Garcia LLC,Cigna,36331.01,21.18
Garcia Ltd,Medicare,66916.81,61.54
Garcia Ltd,Aetna,41821.38,38.46
Garcia PLC,Cigna,44771.17,56.09
Garcia PLC,Aetna,31955.17,40.03
Garcia PLC,Blue Cross,3091.86,3.87
Garcia and Sons,Medicare,31217.06,48.54
Garcia and Sons,UnitedHealthcare,25656.67,39.89
Garcia and Sons,Blue Cross,7440.76,11.57
"Garcia, Anderson and Walsh",UnitedHealthcare,48708.87,100
"Garcia, Burnett and Simmons",Blue Cross,49792.1,100
"Garcia, Cabrera and Conner",Medicare,43134.1,100
"Garcia, Carroll and Warren",Aetna,6505.02,100
"Garcia, Cook and Kaufman",UnitedHealthcare,44348.97,100
"Garcia, Dunlap and Miller",UnitedHealthcare,25341.57,100
"Garcia, Hernandez and Scott",Blue Cross,29605.14,100
"Garcia, Hubbard and Martinez",Aetna,44756.11,100
"Garcia, Jones and Christensen",Cigna,42332.96,100
"Garcia, Mathis and Flores",Aetna,25263.58,100
"Garcia, Powell and Conley",Blue Cross,26996.78,100
"Garcia, Ramos and Short",Blue Cross,30026.23,100
"Garcia, Reeves and Morales",Cigna,13539.67,100
"Garcia, Sims and Garza",Cigna,49634.15,100
"Garcia, Smith and Huffman",Blue Cross,14416.63,100
"Garcia, Stone and Beasley",Medicare,24843.1,100
"Garcia, Turner and Boyd",Blue Cross,19293.97,100
"Garcia, Valdez and Johnson",Blue Cross,3237.2,100
"Garcia, Wallace and Hayes",Blue Cross,15883.04,100
"Garcia, Ward and Stephens",Cigna,35101.88,100
"Garcia, Whitaker and Mcmillan",Aetna,29309.58,100
"Garcia, Yates and Newman",Aetna,34410.59,100
Garcia-Baldwin,UnitedHealthcare,38405.22,100
Garcia-Barron,Aetna,14114.39,100
Garcia-Bishop,Blue Cross,35476.1,100
Garcia-Bowers,Cigna,47045.4,100
Garcia-Brewer,Blue Cross,30617.52,100
Garcia-Cooke,Aetna,17809.27,100
Garcia-Crane,Cigna,45927.48,100
Garcia-Dixon,Cigna,21350.89,100
Garcia-Evans,UnitedHealthcare,4391.11,100
Garcia-Flores,Aetna,46635.08,100
Garcia-Garcia,Blue Cross,6764.54,100
Garcia-Garza,Aetna,9395.59,100
Garcia-Hansen,UnitedHealthcare,48754.55,100
Garcia-Harris,Aetna,4067.96,100
Garcia-Hayes,Aetna,16141.03,100
Garcia-Hicks,Blue Cross,44770.32,100
Garcia-Howard,Medicare,17758.48,100
Garcia-Johnson,Aetna,19664.91,100
Garcia-Mcdonald,Blue Cross,17969.19,100
Garcia-Mcintyre,Aetna,41935.42,100
Garcia-Moore,Blue Cross,42866.06,100
Garcia-Pollard,Cigna,35343.11,100
Garcia-Reyes,Cigna,23695.64,100
Garcia-Rowe,Aetna,23611.84,100
Garcia-Rush,Cigna,46725.75,100
Garcia-Shaw,Cigna,15673.56,100
Garcia-Williams,Blue Cross,22873.51,69.72
Garcia-Williams,Medicare,9932.1,30.28
Gardner PLC,Medicare,16905.65,100
"Gardner, Brown and Stanton",UnitedHealthcare,43489.82,100
"Gardner, Lee and Martinez",Medicare,26310.43,100
"Gardner, Potter and Wise",Cigna,47271.73,100
Gardner-Diaz,Cigna,2347.8,100
Gardner-Knox,Aetna,11448.02,100
Gardner-Moss,Cigna,7688.95,100
"Garner, Allen and Williamson",Medicare,21619.58,100
"Garner, Gentry and Espinoza",Medicare,45706.98,100
Garner-Flores,Medicare,46151.28,100
Garrett LLC,Aetna,28844.19,100
Garrett and Sons,Blue Cross,42103.26,100
"Garrison, Phillips and Lopez",Cigna,43211.09,100
Garrison-Edwards,UnitedHealthcare,17320.9,100
Garrison-Horne,Blue Cross,5540.5,100
Garza and Sons,Cigna,45863.76,100
"Garza, Acosta and Jenkins",Aetna,44092.48,100
"Garza, Harrison and White",Medicare,45373.3,100
"Garza, Holland and Joyce",UnitedHealthcare,30585.13,100
"Garza, Kim and Erickson",Medicare,34435.01,100
"Garza, Kim and Harrison",Cigna,21616.49,100
"Garza, Rodgers and Simpson",Aetna,39242.05,100
Garza-Cruz,Medicare,9562.63,100
Garza-Everett,Medicare,45537.19,100
Garza-Fisher,Medicare,31318.47,100
Garza-Mays,UnitedHealthcare,14988.35,100
Garza-Perez,Medicare,23867.5,100
Gates LLC,Medicare,21273.64,100
Gates Ltd,Aetna,45779.08,100
"Gates, Gutierrez and Sullivan",Medicare,23788.72,100
Gates-Chambers,Blue Cross,25727.85,100
Gates-Walls,UnitedHealthcare,24065.78,100
Gay and Sons,Cigna,19941.99,100
"Gay, Berg and Sharp",Cigna,2414.02,100
"Gay, Ortiz and Smith",Aetna,18524.74,100
Gentry Group,UnitedHealthcare,31964.45,67.78
Gentry Group,Aetna,15193.76,32.22
"Gentry, Blackwell and Gomez",UnitedHealthcare,29668.32,100
"Gentry, Bullock and Hernandez",UnitedHealthcare,26692.8,100
Gentry-Holt,UnitedHealthcare,40430.57,100
George Group,UnitedHealthcare,20822.62,85.91
George Group,Cigna,3416.04,14.09
George PLC,Medicare,28202.02,100
"George, Neal and Acevedo",Medicare,45970.03,100
"George, Rodriguez and Lynch",Blue Cross,21607.41,100
George-Donovan,Cigna,22875.68,100
George-Lawrence,Blue Cross,31603.46,100
George-Soto,UnitedHealthcare,25348.71,100
George-Whitney,Medicare,13380.82,100
Gibbs Ltd,Blue Cross,14883.72,100
Gibbs-Davis,Medicare,20699.81,100
Gibbs-Thomas,Aetna,40283.9,100
Gibson Inc,Blue Cross,51788.36,100
Gibson LLC,Cigna,36638.92,100
Gibson PLC,Medicare,33846.15,100
"Gibson, Allen and Alvarez",Blue Cross,23105.23,100
"Gibson, Brown and Maxwell",Cigna,35637.28,100
"Gibson, Garcia and Keller",Aetna,38975.41,100
"Gibson, Gonzalez and Smith",UnitedHealthcare,39163.28,100
"Gibson, King and Young",UnitedHealthcare,21983.6,100
"Gibson, Medina and Carter",Aetna,13252.43,100
"Gibson, Mueller and Rich",Cigna,20628.01,100
"Gibson, Smith and Sims",UnitedHealthcare,30107.18,100
"Gibson, Williams and Morris",UnitedHealthcare,26899.29,100
Gibson-Harrison,Aetna,43134.4,100
Gibson-Holder,Medicare,26250.09,100
Gibson-Kidd,Blue Cross,17594.97,100
Gibson-Lloyd,Medicare,29031.6,100
Gibson-Nicholson,UnitedHealthcare,19324.83,100
Gilbert Group,Cigna,22714.29,100
Gilbert Inc,Aetna,25989.15,100
Gilbert LLC,Blue Cross,19730.66,100
Gilbert PLC,Medicare,8381.67,100
Gilbert and Sons,Aetna,35834.36,93.22
Gilbert and Sons,Blue Cross,2606.95,6.78
"Gilbert, Butler and Taylor",Aetna,16259.8,100
"Gilbert, Mccormick and James",Cigna,1982.24,100
"Gilbert, Perkins and Camacho",Medicare,37667.41,100
"Gilbert, Wilson and Bryant",Medicare,5991.61,100
Gilbert-Carney,Medicare,4514.15,100
Gilbert-Dennis,Blue Cross,28584.57,100
Gilbert-Larsen,Cigna,48642.77,100
Gilbert-Moody,Blue Cross,1923.91,100
Gilbert-Sanchez,UnitedHealthcare,15662.35,100
Gilbert-Sloan,Cigna,28807.28,100
"Giles, Gill and Barrett",Blue Cross,37711.82,100
Gill LLC,Cigna,32981.52,61.16
Gill LLC,Aetna,20946.12,38.84
Gill-Chen,Aetna,25762.86,100
Gillespie-Garcia,UnitedHealthcare,15350.2,100
Gillespie-Moore,Blue Cross,40109.4,100
"Gilmore, Johnson and Santana",Aetna,18939.73,100
"Gilmore, Mcguire and Holder",UnitedHealthcare,9732.83,100
Gilmore-Ellis,Medicare,11186.6,100
Glass Inc,Cigna,14701.65,100
Glass Ltd,UnitedHealthcare,19786.72,100
"Glass, Carney and Chang",UnitedHealthcare,6381.99,100
"Glass, Hill and Stewart",Aetna,27918.96,100
"Glass, Jones and Allen",UnitedHealthcare,2370.41,100
Glass-Hess,Blue Cross,22325.86,100
Glass-Houston,UnitedHealthcare,35429.72,100
Glenn Group,Medicare,15603,100
Glenn Inc,Blue Cross,31062.38,100
Glenn and Sons,Aetna,37341.84,100
"Glenn, Dunn and Frederick",Medicare,26353.91,100
"Glenn, Graham and Walsh",Medicare,18805.21,100
Glenn-Fleming,Aetna,19345.15,100
Glenn-Torres,Blue Cross,41209.83,100
Glover PLC,Medicare,35326.63,100
Glover and Sons,Cigna,41414.99,100
"Glover, Vasquez and Haynes",Medicare,14835.44,100
Glover-Ortiz,Blue Cross,45432.31,100
Glover-Simmons,Medicare,49209.1,100
"Golden, Perry and Hardy",Aetna,8639.5,100
Golden-Blair,Medicare,13784.81,100
Golden-Cruz,Cigna,19323,100
Golden-Mercado,Blue Cross,33142.02,100
Gomez Inc,Blue Cross,47757.85,41.14
Gomez Inc,UnitedHealthcare,35252.71,30.37
Gomez Inc,Aetna,33067.77,28.49
Gomez Ltd,Medicare,29530.4,100
Gomez PLC,Blue Cross,4211.72,100
Gomez and Sons,Blue Cross,5585.95,100
"Gomez, Hunt and Pearson",Aetna,49563.7,100
"Gomez, Perkins and Harrison",Cigna,32855.94,100
"Gomez, Taylor and Allen",Medicare,35848.74,100
Gomez-Brown,UnitedHealthcare,45440.15,55.83
Gomez-Brown,Medicare,35944.56,44.17
Gomez-Cantu,Blue Cross,2029.83,100
Gomez-Jones,Blue Cross,27788.69,100
Gomez-Smith,UnitedHealthcare,22422.54,100
Gomez-Turner,Aetna,1596.9,100
Gomez-White,Medicare,45101.04,100
Gomez-Wilson,UnitedHealthcare,47424.38,100
Gonzales Inc,Aetna,40675.04,100
Gonzales LLC,Cigna,39846.67,100
Gonzales Ltd,Medicare,29081.36,100
Gonzales PLC,Aetna,65629.56,100
"Gonzales, Baldwin and Parker",Medicare,27768.09,100
"Gonzales, Clay and Santiago",Aetna,34007.44,100
"Gonzales, Conway and Gutierrez",Medicare,2872.4,100
"Gonzales, Gilbert and Carpenter",Cigna,42272.43,100
"Gonzales, Holland and Smith",Aetna,19640.22,100
"Gonzales, Miller and Ramirez",UnitedHealthcare,9471.01,100
"Gonzales, Pearson and Wood",Blue Cross,49678.36,100
"Gonzales, Peterson and Wallace",Cigna,34591.15,100
"Gonzales, Richardson and Kelly",Blue Cross,6387.66,100
Gonzales-Chaney,UnitedHealthcare,49387.21,100
Gonzales-Haynes,Cigna,38326.46,100
Gonzales-Jones,UnitedHealthcare,10197.55,100
Gonzales-Williams,Blue Cross,28236.86,100
Gonzalez Inc,UnitedHealthcare,24274.14,37.58
Gonzalez Inc,Aetna,23710.32,36.71
Gonzalez Inc,Blue Cross,16609.25,25.71
Gonzalez LLC,Cigna,83108.63,64.94
Gonzalez LLC,UnitedHealthcare,40468.54,31.62
Gonzalez LLC,Blue Cross,4400.29,3.44
Gonzalez Ltd,Blue Cross,16472.87,62.13
Gonzalez Ltd,UnitedHealthcare,10039.27,37.87
Gonzalez PLC,UnitedHealthcare,36737,55.82
Gonzalez PLC,Medicare,29074.92,44.18
Gonzalez and Sons,Aetna,48521.19,39.21
Gonzalez and Sons,Medicare,43709.13,35.32
Gonzalez and Sons,Blue Cross,27286.86,22.05
"Gonzalez, Aguilar and Nixon",Aetna,22748.22,100
"Gonzalez, Caldwell and Oliver",Blue Cross,12129.45,100
"Gonzalez, Garza and Robinson",Aetna,40451.96,100
"Gonzalez, Gray and Snyder",Blue Cross,25463.78,100
"Gonzalez, Hoffman and Sawyer",Medicare,5694.39,100
"Gonzalez, Horton and Kelly",Cigna,31429.06,100
"Gonzalez, Martinez and Rogers",Blue Cross,28438.63,100
"Gonzalez, Mendez and Morton",UnitedHealthcare,13725.59,100
"Gonzalez, Miller and Johnson",Blue Cross,23892.09,100
"Gonzalez, Morgan and Curry",Aetna,45342.83,100
"Gonzalez, Shepherd and Jacobs",Cigna,28265.17,100
"Gonzalez, Smith and Allen",Aetna,48566.61,100
"Gonzalez, Smith and Anderson",Blue Cross,43940.51,100
"Gonzalez, Tran and Mills",Cigna,14146.2,100
"Gonzalez, Walls and Flores",Cigna,11879.46,100
"Gonzalez, White and Thornton",Aetna,28209.28,100
Gonzalez-Coleman,Blue Cross,34789.58,100
Gonzalez-Curtis,Blue Cross,20107.7,100
Gonzalez-Davidson,UnitedHealthcare,8533.91,100
Gonzalez-Farley,Aetna,48879.92,100
Gonzalez-Gibson,Aetna,16408.97,100
Gonzalez-Hoffman,Cigna,32774.28,100
Gonzalez-Horn,UnitedHealthcare,8409.79,100
Gonzalez-Jones,Cigna,42304.03,100
Gonzalez-King,Medicare,40882.14,100
Gonzalez-Peterson,Cigna,10369.08,100
Gonzalez-Powell,Blue Cross,29054.21,100
Gonzalez-Ramirez,Blue Cross,5416.55,100
Gonzalez-Simon,Cigna,28612.59,100
Gonzalez-Stewart,Aetna,5873.91,100
Gonzalez-Ward,UnitedHealthcare,11959.77,100
Gonzalez-Williams,Medicare,6384.26,100
Gonzalez-Woodard,Medicare,44765.59,100
"Good, Curtis and Gonzales",UnitedHealthcare,42858.3,100
Good-Smith,Cigna,37128.81,100
"Goodman, Cook and Abbott",Medicare,14467.82,100
"Goodman, Jones and Salazar",Cigna,14576.05,100
Goodman-Jordan,UnitedHealthcare,4123.76,100
Goodman-Smith,Aetna,33700.45,100
Goodwin Inc,Medicare,21854.01,100
Goodwin LLC,Cigna,7452.93,100
"Goodwin, Grimes and Williams",UnitedHealthcare,48063.49,100
"Goodwin, Jackson and Sweeney",Medicare,5439.11,100
"Goodwin, Li and Juarez",Cigna,44595.21,100
"Goodwin, Strong and Stevens",Cigna,3801.11,100
"Goodwin, Whitaker and Hamilton",Aetna,30133.78,100
"Goodwin, Zimmerman and Stevens",Medicare,36701.09,100
Goodwin-Garcia,Aetna,25651.52,100
Goodwin-Ingram,Medicare,7475.24,100
Gordon Inc,Aetna,26464.71,100
Gordon LLC,Cigna,21815.83,100
"Gordon, Chen and Tate",Cigna,42060.54,100
"Gordon, Coleman and Hicks",Cigna,14482.95,100
"Gordon, King and Jordan",Aetna,45324.35,100
"Gordon, Robles and Graham",Blue Cross,4170.37,100
Gordon-Cortez,Blue Cross,31672.05,100
Gordon-Fox,Blue Cross,18332.11,100
Gordon-Frederick,Medicare,48207.55,100
Gordon-Tran,Cigna,49570.41,100
Gordon-Whitney,Blue Cross,41474.44,100
"Gould, Hayes and Lane",Medicare,45528.07,100
Gould-Martinez,Aetna,40652.26,100
Graham Group,Cigna,21708.91,100
Graham Inc,UnitedHealthcare,38251.78,65.3
Graham Inc,Aetna,20330.48,34.7
Graham LLC,Aetna,2633.19,100
Graham Ltd,Cigna,48335.96,100
Graham PLC,Aetna,47369.37,100
Graham and Sons,Aetna,25761.42,100
"Graham, Gallagher and Bailey",UnitedHealthcare,27800.77,100
"Graham, Phillips and Swanson",UnitedHealthcare,37405.16,100
"Graham, Roberts and Conner",Medicare,11866.02,100
"Graham, Vega and Brown",Blue Cross,12944.14,100
Graham-Douglas,Medicare,27650.22,100
Graham-Johnson,UnitedHealthcare,4979.11,100
Graham-Landry,Medicare,47069.84,100
Graham-Mcguire,Blue Cross,29932.57,100
Grant Group,UnitedHealthcare,33896.99,73.16
Grant Group,Medicare,12432.65,26.84
Grant Ltd,Cigna,46316.39,89.53
Grant Ltd,Aetna,5415.65,10.47
Grant PLC,Medicare,32616.82,77.98
Grant PLC,Cigna,9209.45,22.02
"Grant, Garcia and Kim",Medicare,7512.46,100
"Grant, Long and Nelson",Blue Cross,4667.55,100
"Grant, Thompson and Chavez",Blue Cross,5101.95,100
Graves Inc,Medicare,13046.98,100
Graves LLC,UnitedHealthcare,28352.41,100
"Graves, Cruz and Little",Aetna,21535.95,100
"Graves, Ramirez and Fisher",Blue Cross,16292.43,100
Gray Group,Blue Cross,28204.48,50.42
Gray Group,UnitedHealthcare,27735.17,49.58
Gray Inc,Medicare,75852.69,71.09
Gray Inc,Cigna,17944.24,16.82
Gray Inc,Aetna,12900.76,12.09
Gray Ltd,Blue Cross,30917.45,100
Gray and Sons,Aetna,51548.48,100
"Gray, Andersen and Williams",Cigna,44935.27,100
"Gray, Bryan and Mann",UnitedHealthcare,3841.44,100
"Gray, Christian and Evans",Blue Cross,30737.59,100
"Gray, Cobb and Robinson",Cigna,41749.14,100
"Gray, Conley and James",Cigna,45880.32,100
"Gray, Harris and Brown",Medicare,25160.41,100
"Gray, Hernandez and Ali",Cigna,29618.64,100
"Gray, Mills and Marshall",Blue Cross,12387.12,100
"Gray, Mitchell and Anderson",Medicare,5814.7,100
"Gray, Ruiz and Brown",Cigna,1926.67,100
"Gray, Santos and Garcia",Cigna,16118.17,100
"Gray, Scott and Hernandez",Medicare,42208.8,100
"Gray, Silva and Jones",Aetna,12658.82,100
"Gray, Underwood and Rowe",Aetna,45704.8,100
Gray-Anderson,Cigna,39057.94,100
Gray-Brady,Medicare,16729.62,100
Gray-Dennis,Aetna,29803.71,100
